question,answer,contexts,ground_truth,answer_correctness,answer_relevancy,context_precision,context_recall,context_relevancy
What event took place at Wrigley Field during the Giants vs. Cubs game on Tuesday night?,"During the Giants vs. Cubs game at Wrigley Field on Tuesday night, the crowd stood in a salute to Willie Mays during a moment of silence when his death was announced on the left-field video board in the sixth inning.","['[{\'document\': \'The Giants were playing the Cubs in Chicago on Tuesday night; the Wrigley Field crowd of 36,292 stood in a salute to Mays during a moment of silence when his death was announced on the left-field video board in the sixth inning.\', \'metadata\': {\'title\': ""Legendary outfielder Willie Mays, \'Say Hey Kid,\' dies at 93""}}, {\'document\': \'A moment of silence for Willie Mays at Wrigley Field during the Giants-Cubs game. pic.twitter.com/df2K8BZRNA\', \'metadata\': {\'title\': \'Sports world pays tribute to Hall of Famer Willie Mays\'}}, {\'document\': \'The Giants and Chicago Cubs honored Mays with a moment of silence before their game.\', \'metadata\': {\'title\': \'Sports world pays tribute to Hall of Famer Willie Mays\'}}]']","During the Giants vs. Cubs game on Tuesday night, the Wrigley Field crowd of 36,292 stood in a salute to Mays during a moment of silence when his death was announced on the left-field video board in the sixth inning.",0.8878229868224023,0.9213824600947228,0.9999999999,1.0,1.0
Why do many teams steer away from college position players with in-zone miss concerns?,"Many teams steer away from college position players with in-zone miss concerns because such issues can limit the player's upside. This is evident in the difficulty in finding landing spots for players like Honeycutt, despite their potential and other strengths. In-zone miss concerns indicate potential challenges with making contact within the strike zone, which can be a significant drawback at higher levels of play.","['[{\'document\': \'I continue to have trouble finding an actual landing spot for Honeycutt despite his hot finish to the season and enormous upside because so many teams steer away from in-zone miss concerns on college position players. The Phillies are not afraid to lean into risk though, taking hitters with tools but some swing-and-miss concerns or pitchers with big stuff but command questions. Prep OF P.J. Morlando, along with college infielders Amick and White also fit here. Philly could also lean into what has been working for the franchise and jump on the prep right-hander demographic before those players get snapped up in the comp round.\', \'metadata\': {\'title\': \'2024 MLB mock draft 2.0: Predicting the first two rounds\'}}, {\'document\': ""Virginia has a deep group of top-five-rounds-caliber position players, but the rest are missing an element to get scouts as excited as they are about O\'Ferrall. Harrison Didawick, Casey Saucke and Ethan Anderson are eligible for this summer\'s draft and probably fit in the third or fourth round. Didawick is a left fielder with power and patience but has in-zone miss that limits his upside. Saucke is a former third baseman now playing right field and has an intriguing bat control/in-game power combo, but chases more than average and needs to add more lift. Anderson is probably a catcher in pro ball but doesn\'t do it much in college and, like some Virginia hitters of the past, he isn\'t getting to his raw power in games like he could."", \'metadata\': {\'title\': ""2024 Men\'s College World Series: Ranking MLB draft prospects""}}, {\'document\': ""I am pretty sure the Guardians have Chase Burns as the top college pitcher, Cam Caminiti as the top prep pitcher and Konnor Griffin as the top prep position player on their board. I don\'t think they can justify taking any of these players with the No. 1 pick when there are equivalent (and likely better) college position players available. That leaves us with four players they are most likely considering -- using their history, industry buzz and sourcing -- from the college position player demographic: Charlie Condon, Travis Bazzana, Jac Caglianone and Wetherholt."", \'metadata\': {\'title\': \'2024 MLB mock draft 2.0: Predicting the first two rounds\'}}]']",Many teams steer away from college position players with in-zone miss concerns because of the risk associated with those concerns.,0.4018661418059979,1.0000000000000002,0.9999999999,1.0,1.0
How much has Harden earned in his career?,Harden has earned between $340 million and $341 million in his career.,"[""[{'document': 'Harden has earned $340 million in his career, and the thinking from the Clippers cannot be that the 2018 MVP does not have options. There is no reason to believe he would not sign for the $3.1 million minimum exception if it allows him compete for a title.', 'metadata': {'title': '2024 NBA free agency: Players to sign, contract predictions'}}, {'document': 'The budget to retain free agent James Harden. Are the Clippers negotiating against themselves with the next contract? Would Harden, who has earned $341 million in his career, take less with another team if he feels slighted?', 'metadata': {'title': 'NBA free agency 2024: Priorities, player needs for 30 teams'}}, {'document': 'Cap space breakdown: The Clippers are projected to exceed $200 million in payroll if George and Harden return. They are a luxury tax team for a fifth straight season and once again a repeater tax team.', 'metadata': {'title': 'NBA free agency 2024: Priorities, player needs for 30 teams'}}]""]",Harden has earned $340 million in his career.,0.5468077477148252,1.0000000000000002,0.9999999999,1.0,1.0
What did Yogi Berra say he wanted on his tombstone during the Hall of Fame gathering?,"During the Hall of Fame gathering, Yogi Berra said he wanted ""It’s over"" on his tombstone.","['[{\'document\': \'Palmer""One time at the Hall of Fame, after the induction ceremony, we all went back to the hotel for hors d\\\'oeuvres. At our table was Yogi [Berra], Whitey [Ford], Duke [Snider], Tommy Lasorda, Willie Mays and me. Now that\\\'s a table. So Lasorda asks Yogi what he wants to put on his tombstone. Yogi said, \\\'Oh, that\\\'s easy: It\\\'s over.\\\' You know, it\\\'s never over until it\\\'s over. Willie cackled. Willie has a great laugh.""\', \'metadata\': {\'title\': \'Willie Mays at 90 -- He was Steph Curry, Michael Jordan, Simone Biles and Mikhail Baryshnikov\'}}, {\'document\': \'He was a 24-time All-Star, a 12-time Gold Glover, a 2-time MVP, World Series champion, and a Hall of Famer.The great Willie Mays has passed away. It was a privilege to know him. We were both honored by @MLB in 2010 with the Beacon Award, given to civil rights pioneers. He was... pic.twitter.com/wdTTNUiEmt\', \'metadata\': {\'title\': \'Sports world pays tribute to Hall of Famer Willie Mays\'}}, {\'document\': \'""I was in awe of him,\\\'\\\' Hall of Fame catcher Johnny Bench said. ""The first time I met him [at the 1968 All-Star Game], the day before the game, he whispered in my ear, \\\'You should be starting the All-Star Game.\\\' When he left, I couldn\\\'t even speak for a short time. It was like, \\\'Oh my God, Willie Mays just talked to me.\\\' That\\\'s how great Willie was.\\\'\\\'\', \'metadata\': {\'title\': \'Why there will never be another MLB player like Willie Mays\'}}]']",Yogi Berra said he wanted 'It's over' on his tombstone during the Hall of Fame gathering.,0.8458892091796132,0.999998441868885,0.9999999999,1.0,0.1111111111111111
What could cause Chicago to exceed the luxury tax threshold for the first time since 2015-16?,Chicago could exceed the luxury tax threshold for the first time since 2015-16 if free agents DeRozan and Williams are signed.,"[""[{'document': 'Cap space breakdown: Including its first-round pick, Chicago has $135 million in salary, well below the $171 million luxury tax threshold. However, if free agents DeRozan and Williams are signed, Chicago could exceed the luxury tax for the first time since 2015-16.', 'metadata': {'title': 'NBA free agency 2024: Priorities, player needs for 30 teams'}}, {'document': 'Cap space breakdown: The Mavericks are $1.8 million over the luxury tax and $3.6 million below the first apron. They will exceed the first apron if the roster stays intact and Jones is brought back.', 'metadata': {'title': 'NBA free agency 2024: Priorities, player needs for 30 teams'}}, {'document': 'Cap space breakdown: For a fifth straight season, Milwaukee is projected to be a luxury tax team. The Bucks have $183 million in salary and are $12 million over the tax threshold. They are over the first apron and will exceed the second once their roster is filled out.', 'metadata': {'title': 'NBA free agency 2024: Priorities, player needs for 30 teams'}}]""]","If free agents DeRozan and Williams are signed, Chicago could exceed the luxury tax for the first time since 2015-16.",0.8437898265040472,0.8381640009185162,0.9999999999,1.0,1.0
What was significant about the Giants' 1954 world championship win for Mays?,"The significant aspect of the Giants' 1954 world championship win for Willie Mays was his extraordinary defensive play in Game 1 of the World Series against Cleveland. Mays made a remarkable back-to-the-plate catch in deep center field on a hit by Vic Wertz, which is considered the most famous defensive play of all time. This catch and his subsequent quick relay throw prevented Cleveland's runners from scoring, crucially contributing to the Giants' 5-2 win in 10 innings.","['[{\'document\': ""He was also a terrific defender -- probably the greatest defensive center fielder of all time. He won 12 Gold Gloves, most of any center fielder, and they didn\'t start awarding Gold Gloves until 1957, his fifth full season. In 1968, he won a Gold Glove at age 37; at the time, he was the oldest to win one as a center fielder. In the 1954 World Series, Mays\' back-to-the-plate catch in deep center against the Indians\' Vic Wertz is considered the most famous defensive play of all time. Mays could throw as well as any center fielder; he would have had an assist at all four bases in one game, but Giants second baseman Tito Fuentes dropped the ball on a tag play. In 1965, Mays became the first player to win a Gold Glove in a 50-homer season. His signature basket catch was a phenomenon that has never been duplicated. No one glided after a fly ball like Willie Mays."", \'metadata\': {\'title\': \'Why there will never be another MLB player like Willie Mays\'}}, {\'document\': ""During Game 1 of the 1954 World Series against Cleveland at the Polo Grounds, Mays made one of the most famous plays in baseball history. With the score tied at 2 and two runners on base, Cleveland\'s Vic Wertz hit a 2-1 pitch to deep center in the top of the eighth inning. Mays sprinted toward the wall with his back away from Wertz. He made a basket catch while on the run, pivoted and fired the ball into the infield. Mays\' catch and quick relay throw prevented both runners from scoring; the Giants won the game 5-2 in 10 innings."", \'metadata\': {\'title\': ""Legendary outfielder Willie Mays, \'Say Hey Kid,\' dies at 93""}}, {\'document\': ""Mays was born into that. His mother was a great athlete. His father was a great center fielder, too. His son, Willie Howard Mays Jr., was so advanced growing up in Westfield, Alabama, that he played against 18-year-olds when he was 10. Mays played for the Birmingham Black Barons of the Negro Leagues when he was 15. In 1950, at age 18, he signed with the New York Giants for $15,000 (he bought a car but couldn\'t drive it, so it became a car that his community drove). He spent two years in the minor leagues, then joined the Giants in May 1951 just after turning 20 years old. Durocher put him in the No. 3 spot in the order and, after a 1-for-25 start, he went on to win the Rookie of the Year Award and helped the Giants overcome a 13½-game deficit against the Dodgers to win the pennant. He was oblivious to the pressure. He was as natural a talent as anyone had ever seen."", \'metadata\': {\'title\': \'Why there will never be another MLB player like Willie Mays\'}}]']",The Giants' 1954 world championship win was significant for Mays because it was his first full season after missing most of 1952 and all of 1953 due to military service.,0.37514486715566836,0.9793213706407597,0.0,0.0,1.0
How did stolen bases distinguish Mays from other power hitters?,"Stolen bases distinguished Mays from other power hitters not just because of the sheer number he stole (338), but due to his innate feel for baserunning. He excelled at going from first to third, scoring from second on a single, and legging out triples, highlighting his overall speed and baserunning acumen which were uncommon among typical power hitters.","['[{\'document\': ""It wasn\'t just the stolen bases that separated Mays from other players, especially other power hitters. It was his innate feel for baserunning, going first to third, scoring from second on a single, legging out one of the 140 triples he hit, including a league-best 20 in 1957."", \'metadata\': {\'title\': \'Willie Mays at 90 -- He was Steph Curry, Michael Jordan, Simone Biles and Mikhail Baryshnikov\'}}, {\'document\': \'But what separated Mays was his speed. He stole 338 bases; he led the league in stolen bases four seasons in a row while averaging 33 homers per season. When he stole 40 bases in 1956, it was the most by any NL player since 1929.\', \'metadata\': {\'title\': \'Why there will never be another MLB player like Willie Mays\'}}, {\'document\': \'""He could have stolen a lot more bases if he had wanted,\\\'\\\' Robinson said. ""But back then, you only stole a base to help your team win a game. He could have stolen 50 every year if he\\\'d wanted to.\\\'\\\'\', \'metadata\': {\'title\': \'Why there will never be another MLB player like Willie Mays\'}}]']","Stolen bases distinguished Mays from other power hitters because of his innate feel for baserunning, which included going first to third, scoring from second on a single, and legging out triples.",0.7077745675197167,0.9393598596213122,0.9999999999,1.0,1.0
Why did the Giants try to trade up to pick Drake Maye?,"The Giants tried to trade up to pick Drake Maye because they were looking to address their quarterback situation despite their existing financial commitment to Daniel Jones, who was guaranteed $80 million with the franchise tag available.","['[{\'document\': ""The Giants are hamstrung by their Daniel Jones contract error a year ago, when they guaranteed the quarterback $80 million with the franchise tag available. That didn\'t preclude them from going after another quarterback -- they tried to trade up to pick Drake Maye -- but once they failed to make that move, I think it was OK to pass on the second tier of rookie QBs."", \'metadata\': {\'title\': \'2024 NFL offseason: Grading moves, changes for all 32 teams\'}}, {\'document\': ""The Giants\' biggest splash was their trade and ensuing contract for Burns. It was a curious choice, as the Giants spent a lot of capital to upgrade one of their only strengths -- maybe their only strength. And they did it at a time when they don\'t appear close to contention. As good of a player as Burns is, they traded a premium draft pick for the right to pay top money to a player."", \'metadata\': {\'title\': \'2024 NFL offseason: Grading moves, changes for all 32 teams\'}}, {\'document\': \'The New York Giants caught wind of Mays and purchased his contract from Birmingham in 1950. Mays had no trouble acclimating, batting .353 in 81 games with Trenton that season. In 1951, Mays broke out with the Triple-A Minneapolis Millers; he batted .477 in 35 games before the Giants recalled him in May.\', \'metadata\': {\'title\': ""Legendary outfielder Willie Mays, \'Say Hey Kid,\' dies at 93""}}]']","The Giants tried to trade up to pick Drake Maye because they were hamstrung by their Daniel Jones contract error a year ago, when they guaranteed the quarterback $80 million with the franchise tag available.",0.6973375844337807,0.999999999999999,0.9999999999,1.0,1.0
How did Florida's goaltending and defensive commitment contribute to their performance in the postseason?,"Florida's goaltending was exceptional throughout the postseason, significantly contributing to their performance. Goalie Bobrovsky's success was supported by the stellar defensive commitment from the players in front of him, enhancing the team's overall defensive capability.","['[{\'document\': \'Florida leaned into its exceptional goaltending throughout the postseason. But Bobrovsky was aided by what was once a stellar defensive commitment from the players in front of him.\', \'metadata\': {\'title\': \'Panthers-Oilers Game 5 takeaways, early look at Game 6\'}}, {\'document\': ""The Noles used to find postseason success by targeting recruits who weren\'t getting pro attention. Those prospects would only occasionally turn into early-round draft picks on campus, but were good college players regardless. That philosophy has changed in the past five to 10 years. Florida State is now loaded with pro prospects."", \'metadata\': {\'title\': ""2024 Men\'s College World Series: Ranking MLB draft prospects""}}, {\'document\': ""Edmonton made it 2-0 on an Evan Bouchard power-play blast that was tipped home by Zach Hyman for his 15th goal of the postseason. Florida defenseman Niko Mikkola was whistled for interference at the end of the first period. With a fresh sheet of ice, the Oilers\' power play converted at 5-on-4 for the first time in the series."", \'metadata\': {\'title\': ""Oilers survive Panthers\' comeback attempt to force Game 6""}}]']","Florida's goaltending, particularly by Bobrovsky, was exceptional throughout the postseason. This was supported by a stellar defensive commitment from the players in front of him.",0.5795609528964077,0.9839043635178835,0.9999999999,1.0,1.0
What makes the Celtics unique in the league regarding super max deals?,"The Celtics are unique in the league because they are the only team with two super max deals, securing their star duo for the foreseeable future.","['[{\'document\': \'That would make the Celtics the only team in the league to have two super max deals, but secures its star duo for the foreseeable future.\', \'metadata\': {\'title\': \'NBA free agency 2024: Latest signings, news, buzz and reports\'}}, {\'document\': ""The 2017 CBA also introduced supermax contracts, which allowed qualifying players (based on All-NBA appearances, MVP or Defensive Player of the Year) to extend or re-sign for up to 35% of the cap on their third contracts, when typically they would have been limited to 30% by their experience. Add in the cap staying relatively static since the NBA had to play temporarily with limited or no fans during the COVID-19 pandemic and stars -- who have continued to get raises year to year -- have taken a far higher percentage of their teams\' salary caps."", \'metadata\': {\'title\': ""Parity or dynasty? The Boston Celtics\' chances at breaking a modern NBA trend""}}, {\'document\': ""The financial bill will start coming due for Boston next season, when Brown begins a supermax extension that is -- for a few more weeks -- the largest in NBA history. Tatum, eligible to sign a supermax that begins in 2025-26 on July 6, will soon surpass him. That\'s when the league\'s new second apron extensions will start hampering the Celtics."", \'metadata\': {\'title\': ""Parity or dynasty? The Boston Celtics\' chances at breaking a modern NBA trend""}}]']",The Celtics are unique in the league because they would be the only team to have two super max deals.,0.8433543466871102,0.9324676753404367,0.9999999999,1.0,1.0
What did Hall of Famer Bob Feller say about the catch made by Willie Mays?,"Hall of Famer Bob Feller said about the catch made by Willie Mays, ""That really wasn't that great of a catch. As soon as it was hit, everyone on our bench knew that he was going to catch it ... because he is Willie Mays.""","['[{\'document\': \'Hall of Famer Bob Feller""That really wasn\\\'t that great of a catch. As soon as it was hit, everyone on our bench knew that he was going to catch it ... because he is Willie Mays.""\', \'metadata\': {\'title\': \'Willie Mays at 90 -- He was Steph Curry, Michael Jordan, Simone Biles and Mikhail Baryshnikov\'}}, {\'document\': \'Hall of Famer and former Mays teammate Orlando Cepeda""Ave Maria! I never saw anyone go from first to third on Willie\\\'s arm. Felipe Alou was a great right fielder, but Willie once told Felipe on a fly ball hit by Willie Kirkland to right center, \\\'Let me take it, let me take it.\\\' So Willie caught the ball at the 390-foot sign in right-center field, and he threw a low throw, on the line, in the air, all the way to third base. Willie had the greatest throwing arm I\\\'ve ever seen, even better than [Roberto] Clemente\\\'s arm.""\', \'metadata\': {\'title\': \'Willie Mays at 90 -- He was Steph Curry, Michael Jordan, Simone Biles and Mikhail Baryshnikov\'}}, {\'document\': \'Jackson""The first time I heard of Willie Mays was the Vic Wertz catch, 1954, I was 8. We had a black-and-white TV. You had to put a quarter in the TV to watch it for an hour. That\\\'s how you paid for it. As I grew up, I was a Willie Mays fan, but you had to be a Dodger fan if you were Black because of Jackie [Robinson] and Roy [Campanella] and Newk [Don Newcomb] and Junior Gilliam. But when Willie came to town, I begged my dad to take me to the game. After the game, my dad took me down to where the players\\\' bus was. I crawled on the ground, I crawled through people\\\'s legs, and I watched Willie get on the bus. That was such a wonderful experience for me.""\', \'metadata\': {\'title\': \'Willie Mays at 90 -- He was Steph Curry, Michael Jordan, Simone Biles and Mikhail Baryshnikov\'}}]']","Hall of Famer Bob Feller said, 'That really wasn't that great of a catch. As soon as it was hit, everyone on our bench knew that he was going to catch it ... because he is Willie Mays.'",0.9972015444209135,1.0,0.9999999999,1.0,0.16666666666666666
What is Miami expected to receive in return for losing Wilkins and Hunt in free agency?,Miami is expected to receive a third-round compensatory pick for each of Wilkins and Hunt.,"[""[{'document': 'Miami was set up to lose some talent this offseason and it did. Wilkins and Hunt left in free agency for monster deals with the Raiders and Panthers, respectively. While the Dolphins would have been better on the field in 2024 with those players, it made sense not to match the offers they received. Miami is expected to receive a third-round compensatory pick for each of them, per OverTheCap. Safety Brandon Jones, edge rusher Andrew Van Ginkel, linebacker Jerome Baker and defensive tackle Raekwon Davis all left, too.', 'metadata': {'title': '2024 NFL offseason: Grading moves, changes for all 32 teams'}}, {'document': 'Biggest move: Losing DT Christian Wilkins and G Robert Hunt in free agencyMove I liked: Signing CB Kendall FullerMove I disliked: Signing LB Jordyn Brooks', 'metadata': {'title': '2024 NFL offseason: Grading moves, changes for all 32 teams'}}, {'document': 'In free agency, the Panthers beefed up the interior of their offensive line, handing out a massive contract to Hunt and a large deal to fellow guard Damien Lewis. The Panthers ranked 30th and 23rd in run block win rate and pass block win rate, respectively, in 2023, so upgrading the line was paramount. However, these contracts look like overpays and Carolina is not in a particularly strong cap situation going forward.', 'metadata': {'title': '2024 NFL offseason: Grading moves, changes for all 32 teams'}}]""]",Miami is expected to receive a third-round compensatory pick for each of them.,0.9890975737962437,0.9241985675446206,0.9999999999,1.0,1.0
Which team is Sean Monahan associated with?,Sean Monahan is associated with the Winnipeg team.,"['[{\'document\': \'The center spot has Elias Lindholm (Vancouver), Sean Monahan (Winnipeg) and Matt Duchene (Dallas).\', \'metadata\': {\'title\': \'GMs, agents predict the NHL summer: Trades, free agency, more\'}}, {\'document\': \'""As we\\\'ve said in the past -- we can\\\'t negotiate in public -- but we are making progress,"" Monahan told the policy board, according to the memo. ""Two weeks ago, members of our PGA Tour Enterprises transaction subcommittee met in New York with Yasir Al-Rumayyan, the Governor of the PIF, as well as members of his team. During that meeting, we reached consensus on several items, but both parties recognize that there is still work to do to reach a final agreement.\', \'metadata\': {\'title\': ""PGA Tour creates sponsor exemption for Tiger Woods, cites \'exceptional lifetime achievement\'""}}, {\'document\': ""In the memo, Monahan also gave members an update on the tour\'s negotiations with Saudi Arabia\'s Public Investment Fund, which is considering a sizable investment in PGA Tour Enterprises. The PIF has funded the rival LIV Golf League the past three years."", \'metadata\': {\'title\': ""PGA Tour creates sponsor exemption for Tiger Woods, cites \'exceptional lifetime achievement\'""}}]']",Sean Monahan is associated with Winnipeg.,0.998150376996835,0.9999999999999996,0.9999999999,1.0,0.25
"Which team is seeking solutions in goal along with the Devils, Los Angeles Kings, Toronto Maple Leafs, and potentially the Carolina Hurricanes?","The team seeking solutions in goal along with the Devils, Los Angeles Kings, Toronto Maple Leafs, and potentially the Carolina Hurricanes is the Ottawa Senators.","['[{\'document\': \'The teams seeking solutions in goal include the Devils, Los Angeles Kings, Toronto Maple Leafs, Ottawa Senators and potentially the Carolina Hurricanes.\', \'metadata\': {\'title\': \'GMs, agents predict the NHL summer: Trades, free agency, more\'}}, {\'document\': \'This should come as no shock, but the New Jersey Devils are in the market for a goaltender.\', \'metadata\': {\'title\': \'GMs, agents predict the NHL summer: Trades, free agency, more\'}}, {\'document\': \'The Oilers are just the fourth team in NHL history to trail 3-0 in the Stanley Cup Final and rally to force a Game 6. The 2012 New Jersey Devils lost in six games, the 1945 Detroit Red Wings lost in seven games and the 1942 Toronto Maple Leafs won in seven games -- the only team in NHL history to win the Cup after trailing 3-0.\', \'metadata\': {\'title\': ""Oilers survive Panthers\' comeback attempt to force Game 6""}}]']","The Ottawa Senators are seeking solutions in goal along with the Devils, Los Angeles Kings, Toronto Maple Leafs, and potentially the Carolina Hurricanes.",0.9950849263019136,0.9238425888338286,0.9999999999,1.0,1.0
"What were the reasons for loving the signing of Greenard, particularly in terms of his pass rush and run stop win rates?","I loved the signing of Greenard, particularly because he posted strong pass rush and run stop win rates last season. Additionally, he was more cost-effective compared to Danielle Hunter.","[""[{'document': 'The Vikings signed receiver Justin Jefferson to a massive long-term deal, as they should have. Although the $35 million APY comes with a little sticker shock, it could have been richer. After adjusting for cap inflation, the APY and guaranteed money at signing trailed recent deals for other top non-QBs such as T.J. Watt and Nick Bosa. I also loved the signing of Greenard, who posted strong pass rush and run stop win rates last season, especially considering that he was cheaper than Danielle Hunter.', 'metadata': {'title': '2024 NFL offseason: Grading moves, changes for all 32 teams'}}, {'document': 'It started with a free agency splash to add edge rusher Danielle Hunter for a close to fully guaranteed two-year, $49 million deal to rush the passer opposite Will Anderson Jr. I would have preferred to keep Jonathan Greenard for cheaper, but adding a legitimate sack artist like Hunter is not a bad thing.', 'metadata': {'title': '2024 NFL offseason: Grading moves, changes for all 32 teams'}}, {'document': 'Biggest move: Drafting QB J.J. McCarthyMove I liked: Signing edge rusher Jonathan GreenardMove I disliked: Trading up twice to draft DE Dallas Turner', 'metadata': {'title': '2024 NFL offseason: Grading moves, changes for all 32 teams'}}]""]","The signing of Greenard was loved because he posted strong pass rush and run stop win rates last season, and he was cheaper than Danielle Hunter.",0.7458697289133496,0.9374955549030927,0.9999999999,1.0,1.0
What role does Ty Schmit play in evaluating the Vikings' QB options?,"Ty Schmit plays a role in evaluating the Vikings' QB options between veteran Sam Darnold and rookie J.J. McCarthy, alongside Pat McAfee.","['[{\'document\': ""Pat McAfee and Ty Schmit evaluate the Vikings\' QB options between veteran Sam Darnold and rookie J.J. McCarthy."", \'metadata\': {\'title\': \'2024 NFL offseason: Grading moves, changes for all 32 teams\'}}, {\'document\': \'The Vikings set a new course. They opted to let quarterback Kirk Cousins walk -- a reasonable choice given his age and Achilles injury -- and thrust themselves into the open waters of the quarterback market.\', \'metadata\': {\'title\': \'2024 NFL offseason: Grading moves, changes for all 32 teams\'}}, {\'document\': \'The Vikings signed receiver Justin Jefferson to a massive long-term deal, as they should have. Although the $35 million APY comes with a little sticker shock, it could have been richer. After adjusting for cap inflation, the APY and guaranteed money at signing trailed recent deals for other top non-QBs such as T.J. Watt and Nick Bosa. I also loved the signing of Greenard, who posted strong pass rush and run stop win rates last season, especially considering that he was cheaper than Danielle Hunter.\', \'metadata\': {\'title\': \'2024 NFL offseason: Grading moves, changes for all 32 teams\'}}]']",There is no answer.,0.17860422608296592,0.8942080317568091,0.0,,1.0
How might Gafford and Lively impact the Mavericks' share of rebounds?,"Gafford and Lively might impact the Mavericks' share of rebounds by dividing it more evenly. Given their roles as springy rim-protectors, their presence in the paint and ability to force opponents to finish in traffic likely enhances the team’s overall rebounding efforts. This distribution of responsibility may ensure that the team does not rely solely on players like Doncic for rebounds, thereby increasing their overall defensive and rebounding efficiency.","['[{\'document\': ""For the Mavericks, Doncic has averaged 10 or more rebounds only twice in eight career playoff series -- in the second round this season against the Thunder and in the first round of the 2022 playoffs -- while Gafford and Lively might divide the Mavericks\' share of the rebounds even more."", \'metadata\': {\'title\': \'2024 NBA Finals: Big questions ahead of Mavericks-Celtics\'}}, {\'document\': \'The Mavs feature a pair of springy rim-protectors in Gafford and Lively and have packed the paint around them throughout the playoffs, forcing opponents to finish in traffic. As a result, Dallas held foes to 56.5% shooting within 5 feet of the rim in the playoffs through five games of the West finals.\', \'metadata\': {\'title\': \'2024 NBA Finals: Big questions ahead of Mavericks-Celtics\'}}, {\'document\': \'Since the trade deadline, when the Mavericks traded for Gafford and Washington, Dallas has tied for the second-best record in the NBA at 22-9. While the Celtics had the best record in that span at 25-6, the Mavericks strengthened their case as title contenders by soundly defeating the Thunder and Timberwolves in the postseason.\', \'metadata\': {\'title\': \'2024 NBA Finals: Big questions ahead of Mavericks-Celtics\'}}]']",Gafford and Lively might divide the Mavericks' share of the rebounds even more.,0.4361992868299598,0.9999999999999996,0.9999999999,1.0,1.0
On what date does Caleb Houstan's $2 million contract become guaranteed?,Caleb Houstan's $2 million contract becomes guaranteed on June 30.,"['[{\'document\': ""June 30: Caleb Houstan\'s $2 million contract becomes guaranteed."", \'metadata\': {\'title\': \'NBA free agency 2024: Priorities, player needs for 30 teams\'}}, {\'document\': \'June 30: The $2 million contract of Hardy becomes guaranteed. There is $400,000 in protection.\', \'metadata\': {\'title\': \'NBA free agency 2024: Priorities, player needs for 30 teams\'}}, {\'document\': \'July 8: The $2.1 million contract of Green becomes guaranteed.\', \'metadata\': {\'title\': \'NBA free agency 2024: Priorities, player needs for 30 teams\'}}]']",Caleb Houstan's $2 million contract becomes guaranteed on June 30.,0.9999999999999998,0.985012558575126,0.9999999999,1.0,1.0
What teams has Edey visited on his workout circuit?,"Edey has visited Utah, Portland, Sacramento, and Milwaukee on his workout circuit.","['[{\'document\': ""Edey, ranked No. 16 in ESPN\'s Top 100, is drawing interest from teams that are drafting in front and behind Miami, with every team in the back half of the lottery after San Antonio said to be in the market for a center. Utah, Portland and Sacramento were some of his latest stops on the workout circuit, and he might end up visiting the Los Angeles Lakers as well."", \'metadata\': {\'title\': \'NBA mock draft: 58 picks as trade talks heat up for 30 teams\'}}, {\'document\': \'He has casted a wide net in workouts thus far, conducting more than a dozen to this point with teams ranging from the late lottery to the end of the first round. Milwaukee, a team he visited, has a clear need at center, with Brook Lopez, 36, entering the final season of his contract, and Bobby Portis able to opt out next summer.\', \'metadata\': {\'title\': \'NBA mock draft: 58 picks as trade talks heat up for 30 teams\'}}, {\'document\': ""Missi earned a green-room invite and is in the mix for a range of teams in need of long-term help at center, with the Lakers, Pelicans and Bucks all shaping up among potential landing spots. He has been a popular name on the workout circuit, and has helped prove himself head-to-head against other bigs in this range, and in turn, generating confidence that he can handle the amount of physical, demanding work he\'ll be asked to do to succeed in the NBA."", \'metadata\': {\'title\': \'NBA mock draft: 58 picks as trade talks heat up for 30 teams\'}}]']","Edey has visited Utah, Portland, and Sacramento on his workout circuit.",0.8914474456092686,0.9500561626139754,0.9999999999,1.0,1.0
